,Name,From,To,Height,Weight,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
hardati01 2000,Tim Hardaway,1990,2003,6-0,175,33,MIA,NBA,PG,7,7,26.0,2.9,9.7,.294,1.0,4.9,.206,1.9,4.9,.382,.346,1.0,1.4,.700,0.1,2.0,2.1,4.7,0.7,0.0,1.6,1.4,7.7
hardati01 2001,Tim Hardaway,1990,2003,6-0,175,34,MIA,NBA,PG,2,2,18.0,1.0,4.5,.222,0.5,1.5,.333,0.5,3.0,.167,.278,0.0,0.0,,0.5,0.5,1.0,4.5,0.0,0.0,4.0,2.0,2.5
hardati01 2003,Tim Hardaway,1990,2003,6-0,175,36,IND,NBA,PG,4,0,11.8,1.3,3.8,.333,0.8,2.5,.300,0.5,1.3,.400,.433,0.0,0.0,,0.0,0.5,0.5,2.3,0.3,0.0,0.8,0.5,3.3
hardeja01 2010,James Harden,2010,2022,6-5,220,20,OKC,NBA,SG,6,0,20.0,2.0,5.2,.387,1.0,2.7,.375,1.0,2.5,.400,.484,2.7,3.2,.842,0.2,2.3,2.5,1.8,1.0,0.2,0.5,2.3,7.7
hardeja01 2011,James Harden,2010,2022,6-5,220,21,OKC,NBA,SG,17,0,31.6,3.9,8.2,.475,1.4,4.5,.303,2.5,3.7,.683,.558,3.9,4.7,.825,0.6,4.8,5.4,3.6,1.2,0.8,1.6,2.8,13.0
hardeja01 2012,James Harden,2010,2022,6-5,220,22,OKC,NBA,SG,20,0,31.5,4.7,10.7,.435,1.6,3.9,.410,3.1,6.8,.449,.509,5.4,6.3,.857,0.7,4.5,5.1,3.4,1.6,0.1,2.1,3.4,16.3
hardeja01 2013,James Harden,2010,2022,6-5,220,23,HOU,NBA,SG,6,6,40.5,7.5,19.2,.391,2.5,7.3,.341,5.0,11.8,.423,.457,8.8,11.0,.803,0.8,5.8,6.7,4.5,2.0,1.0,4.5,3.0,26.3
hardeja01 2014,James Harden,2010,2022,6-5,220,24,HOU,NBA,SG,6,6,43.8,8.3,22.2,.376,2.7,9.0,.296,5.7,13.2,.430,.436,7.5,8.3,.900,0.8,3.8,4.7,5.8,2.0,0.2,3.5,3.5,26.8
hardeja01 2015,James Harden,2010,2022,6-5,220,25,HOU,NBA,SG,17,17,37.4,7.6,17.3,.439,2.4,6.3,.383,5.2,11.0,.471,.509,9.6,10.5,.916,0.7,5.0,5.7,7.5,1.6,0.4,4.5,2.9,27.2
hardeja01 2016,James Harden,2010,2022,6-5,220,26,HOU,NBA,SG,5,5,38.6,8.2,20.0,.410,2.6,8.4,.310,5.6,11.6,.483,.475,7.6,9.0,.844,1.4,3.8,5.2,7.6,2.4,0.2,5.2,2.6,26.6
hardeja01 2017,James Harden,2010,2022,6-5,220,27,HOU,NBA,PG,11,11,37.0,8.2,19.8,.413,2.9,10.5,.278,5.3,9.4,.563,.486,9.2,10.5,.878,0.6,4.8,5.5,8.5,1.9,0.5,5.4,3.9,28.5
hardeja01 2018,James Harden,2010,2022,6-5,220,28,HOU,NBA,SG,17,17,36.5,9.3,22.6,.410,3.1,10.2,.299,6.2,12.4,.502,.478,6.9,7.8,.887,0.8,4.4,5.2,6.8,2.2,0.6,3.8,2.7,28.6
hardeja01 2019,James Harden,2010,2022,6-5,220,29,HOU,NBA,PG,11,11,38.5,9.9,24.0,.413,4.4,12.5,.350,5.5,11.5,.480,.504,7.5,8.9,.837,0.8,6.1,6.9,6.6,2.2,0.9,4.6,3.7,31.6
hardeja01 2020,James Harden,2010,2022,6-5,220,30,HOU,NBA,SG,12,12,37.3,9.1,19.0,.478,3.3,9.8,.333,5.8,9.3,.631,.564,8.2,9.7,.845,1.0,4.6,5.6,7.7,1.5,0.8,3.8,3.6,29.6
hardeja01 2021,James Harden,2010,2022,6-5,220,31,BRK,NBA,PG,9,9,35.8,5.7,12.0,.472,2.7,7.3,.364,3.0,4.7,.643,.583,6.2,6.9,.903,0.8,5.6,6.3,8.6,1.7,0.7,2.9,2.6,20.2
harlisk01 1969,Skip Harlicka,1969,1969,6-1,185,22,ATL,NBA,PG,1,,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,1.0,0.0
hargijo01 1950,John Hargis,1950,1951,6-2,180,29,AND,NBA,,8,,,4.0,11.1,.360,,,,,,,,4.4,5.9,.745,,,,1.6,,,,3.3,12.4
harknje01 1968,Jerry Harkness,1964,1969,6-2,175,27,INA,ABA,PG,3,,10.7,1.3,4.0,.333,0.0,0.0,,1.3,4.0,.333,.333,0.7,0.7,1.000,,,1.7,1.7,,,1.0,2.0,3.3
harpede01 1984,Derek Harper,1984,1999,6-4,185,22,DAL,NBA,PG,10,,22.6,2.1,5.4,.389,0.3,0.8,.375,1.8,4.6,.391,.417,0.5,0.7,.714,0.8,1.2,2.0,2.8,1.1,0.2,0.6,1.6,5.0
harpede01 1985,Derek Harper,1984,1999,6-4,185,23,DAL,NBA,PG,4,0,33.0,2.5,5.3,.476,0.3,0.8,.333,2.3,4.5,.500,.500,1.3,1.8,.714,0.3,2.8,3.0,5.0,1.5,0.3,1.0,3.0,6.5
harpede01 1986,Derek Harper,1984,1999,6-4,185,24,DAL,NBA,PG,10,10,34.8,5.7,10.7,.533,0.8,1.4,.571,4.9,9.3,.527,.570,1.2,1.6,.750,1.3,0.6,1.9,7.6,2.3,0.0,2.3,2.7,13.4
harpede01 1987,Derek Harper,1984,1999,6-4,185,25,DAL,NBA,PG,4,4,30.8,5.0,10.0,.500,0.5,2.3,.222,4.5,7.8,.581,.525,6.0,7.5,.800,0.5,2.5,3.0,6.8,1.8,0.0,1.3,1.8,16.5
harpede01 1988,Derek Harper,1984,1999,6-4,185,26,DAL,NBA,PG,17,17,35.4,5.2,11.9,.441,0.5,2.1,.250,4.7,9.8,.482,.463,2.5,3.5,.729,0.6,1.9,2.5,7.1,1.9,0.3,1.9,2.6,13.5
harpede01 1990,Derek Harper,1984,1999,6-4,185,28,DAL,NBA,PG,3,3,39.7,7.0,16.0,.438,1.7,5.3,.313,5.3,10.7,.500,.490,3.7,5.3,.688,0.7,2.0,2.7,7.7,1.3,0.0,4.0,4.3,19.3
harpede01 1994,Derek Harper,1984,1999,6-4,185,32,NYK,NBA,PG,23,22,32.6,4.3,10.0,.429,1.3,3.7,.341,3.0,6.3,.479,.491,1.6,2.4,.643,0.6,1.8,2.3,4.5,1.8,0.0,1.8,2.7,11.4
harpede01 1995,Derek Harper,1984,1999,6-4,185,33,NYK,NBA,PG,11,11,35.3,5.1,9.9,.514,2.5,4.3,.574,2.6,5.6,.468,.638,1.6,2.2,.750,0.5,3.0,3.5,5.6,1.0,0.1,2.4,2.6,14.3
harpede01 1996,Derek Harper,1984,1999,6-4,185,34,NYK,NBA,PG,8,8,36.6,3.6,10.3,.354,1.4,4.4,.314,2.3,5.9,.383,.421,1.4,1.9,.733,0.0,2.1,2.1,4.8,1.3,0.1,1.8,3.0,10.0
harpede01 1999,Derek Harper,1984,1999,6-4,185,37,LAL,NBA,PG,7,0,16.1,1.9,4.4,.419,0.1,1.4,.100,1.7,3.0,.571,.435,0.4,0.9,.500,0.1,1.3,1.4,2.1,0.3,0.0,0.6,0.3,4.3
hargeir01 1969,Ira Harge,1968,1973,6-9,225,27,OAK,ABA,C,16,,27.8,2.8,6.8,.417,0.0,0.0,,2.8,6.8,.417,.417,1.5,2.4,.615,,,12.0,1.3,,,1.9,3.1,7.1
hargeir01 1970,Ira Harge,1968,1973,6-9,225,28,WSA,ABA,C,7,,38.1,4.3,9.6,.448,0.0,0.3,.000,4.3,9.3,.462,.448,1.6,2.6,.611,,,13.6,2.7,,,2.7,3.1,10.1
hargeir01 1971,Ira Harge,1968,1973,6-9,225,29,FLO,ABA,C,6,,38.8,7.7,13.7,.561,0.0,0.2,.000,7.7,13.5,.568,.561,1.8,3.2,.579,4.2,12.2,16.3,2.3,,,2.0,2.8,17.2
hargeir01 1972,Ira Harge,1968,1973,6-9,225,30,UTS,ABA,C,10,,10.6,1.1,2.5,.440,0.0,0.0,,1.1,2.5,.440,.440,0.5,0.7,.714,,,4.0,0.8,,,0.8,2.3,2.7
harklma01 2016,Maurice Harkless,2013,2022,6-7,220,22,POR,NBA,SF,11,11,24.7,4.3,10.0,.427,1.4,4.0,.341,2.9,6.0,.485,.495,1.1,2.3,.480,2.0,3.1,5.1,0.6,0.9,0.3,1.0,3.5,11.0
harklma01 2017,Maurice Harkless,2013,2022,6-7,220,23,POR,NBA,SF,4,4,24.8,2.5,8.5,.294,0.5,3.0,.167,2.0,5.5,.364,.324,1.8,2.0,.875,1.8,1.5,3.3,0.8,1.3,1.3,0.3,3.5,7.3
harklma01 2018,Maurice Harkless,2013,2022,6-7,220,24,POR,NBA,SF,2,1,26.5,3.5,6.5,.538,1.0,3.0,.333,2.5,3.5,.714,.615,0.0,0.0,,1.5,2.5,4.0,2.0,0.0,0.5,0.5,2.0,8.0
harklma01 2019,Maurice Harkless,2013,2022,6-7,220,25,POR,NBA,SF,16,16,24.3,3.3,6.8,.477,0.4,1.8,.250,2.8,5.1,.556,.509,1.4,2.3,.639,1.8,3.1,4.9,1.4,1.1,1.0,1.1,3.5,8.4
harremo01 2016,Montrezl Harrell,2016,2022,6-7,240,22,HOU,NBA,PF,2,0,6.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.5,1.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.5
harremo01 2017,Montrezl Harrell,2016,2022,6-7,240,23,HOU,NBA,C,5,0,4.2,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.6,1.2,.500,0.2,1.0,1.2,0.4,0.0,0.0,0.4,1.4,1.0
harremo01 2019,Montrezl Harrell,2016,2022,6-7,240,25,LAC,NBA,C,6,0,26.3,7.7,10.5,.730,0.0,0.2,.000,7.7,10.3,.742,.730,3.0,4.3,.692,2.0,3.5,5.5,2.2,0.5,0.7,1.3,3.2,18.3
harremo01 2020,Montrezl Harrell,2016,2022,6-7,240,26,LAC,NBA,C,13,0,18.7,3.6,6.3,.573,0.1,0.4,.200,3.5,5.9,.597,.579,3.2,5.2,.603,0.8,2.1,2.9,0.4,0.4,0.5,0.9,2.2,10.5
harremo01 2021,Montrezl Harrell,2016,2022,6-7,240,27,LAL,NBA,C,4,0,9.8,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.8,2.3,.778,1.3,1.3,2.5,0.0,0.5,0.0,0.5,0.8,5.8
harrejo01 2012,Josh Harrellson,2012,2014,6-10,275,22,NYK,NBA,PF,4,0,6.3,1.0,2.3,.444,0.0,0.3,.000,1.0,2.0,.500,.444,0.5,0.5,1.000,0.8,1.3,2.0,0.0,0.0,0.0,0.5,1.5,2.5
harpemi01 1981,Mike Harper,1981,1982,6-10,195,23,POR,NBA,PF,1,,6.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
harprma01 1999,Matt Harpring,1999,2009,6-7,231,22,ORL,NBA,SF,4,0,20.5,3.0,6.5,.462,0.3,1.3,.200,2.8,5.3,.524,.481,2.0,2.8,.727,1.8,3.3,5.0,1.8,0.3,0.0,1.3,2.3,8.3
harprma01 2002,Matt Harpring,1999,2009,6-7,231,25,PHI,NBA,SF,5,5,23.8,4.4,8.8,.500,0.0,0.0,,4.4,8.8,.500,.500,1.4,1.8,.778,2.6,2.6,5.2,1.4,1.0,0.0,1.0,2.4,10.2
harprma01 2003,Matt Harpring,1999,2009,6-7,231,26,UTA,NBA,SF,5,5,31.2,6.0,12.4,.484,0.2,1.4,.143,5.8,11.0,.527,.492,2.6,3.2,.813,1.8,3.6,5.4,1.0,1.0,0.2,1.6,4.6,14.8
harprma01 2007,Matt Harpring,1999,2009,6-7,231,30,UTA,NBA,SF,17,0,25.5,3.6,8.0,.456,0.0,0.2,.000,3.6,7.8,.470,.456,2.0,2.8,.723,1.9,2.9,4.8,1.4,0.4,0.2,1.3,2.4,9.3
harprma01 2008,Matt Harpring,1999,2009,6-7,231,31,UTA,NBA,SF,12,0,17.4,2.1,5.3,.397,0.1,0.3,.333,2.0,5.0,.400,.405,2.3,2.9,.800,1.4,1.4,2.8,0.7,0.6,0.3,0.9,2.9,6.6
harprma01 2009,Matt Harpring,1999,2009,6-7,231,32,UTA,NBA,SG,5,0,9.8,2.2,4.4,.500,0.0,0.2,.000,2.2,4.2,.524,.500,0.4,0.4,1.000,0.6,1.2,1.8,0.8,0.4,0.2,0.4,2.4,4.8
harpeju01 2012,Justin Harper,2012,2017,6-10,225,22,ORL,NBA,PF,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harpero01 1988,Ron Harper,1987,2001,6-6,185,24,CLE,NBA,SG,4,4,33.5,7.5,15.8,.476,0.0,0.5,.000,7.5,15.3,.492,.476,2.8,4.0,.688,1.0,4.0,5.0,3.8,2.8,1.0,2.8,2.3,17.8
harpero01 1989,Ron Harper,1987,2001,6-6,185,25,CLE,NBA,SG,5,5,37.8,7.8,13.8,.565,0.0,0.4,.000,7.8,13.4,.582,.565,4.0,5.2,.769,1.4,2.8,4.2,4.0,2.2,0.8,1.4,4.0,19.6
harpero01 1992,Ron Harper,1987,2001,6-6,185,28,LAC,NBA,SG,5,5,41.2,7.8,17.4,.448,0.2,1.8,.111,7.6,15.6,.487,.454,2.2,2.8,.786,2.0,4.4,6.4,4.6,1.0,0.8,3.0,2.6,18.0
harpero01 1993,Ron Harper,1987,2001,6-6,185,29,LAC,NBA,SG,5,5,34.8,7.4,15.6,.474,1.0,2.0,.500,6.4,13.6,.471,.506,2.2,3.4,.647,0.8,3.2,4.0,3.2,3.0,2.0,2.2,1.4,18.0
harpero01 1995,Ron Harper,1987,2001,6-6,185,31,CHI,NBA,SG,6,0,6.7,1.0,2.3,.429,0.0,0.3,.000,1.0,2.0,.500,.429,0.0,0.0,,0.3,0.7,1.0,0.7,0.5,0.2,0.2,1.0,2.0
harpero01 1996,Ron Harper,1987,2001,6-6,185,32,CHI,NBA,PG,18,16,27.4,3.2,7.4,.425,0.8,2.6,.319,2.3,4.8,.483,.481,1.6,2.3,.690,1.4,2.3,3.7,2.5,1.4,0.4,1.0,2.1,8.8
harpero01 1997,Ron Harper,1987,2001,6-6,185,33,CHI,NBA,PG,19,19,27.1,2.6,6.6,.400,1.1,3.2,.344,1.5,3.4,.453,.484,1.1,1.5,.750,1.1,3.2,4.3,3.0,1.3,0.7,0.6,2.3,7.5
harpero01 1998,Ron Harper,1987,2001,6-6,185,34,CHI,NBA,PG,21,21,26.8,2.7,5.8,.459,0.2,0.9,.263,2.4,4.9,.495,.480,1.1,1.9,.615,1.0,2.6,3.7,2.3,1.0,0.9,0.9,2.0,6.7
harpero01 2000,Ron Harper,1987,2001,6-6,185,36,LAL,NBA,PG,23,23,28.0,3.4,7.9,.431,0.4,1.7,.231,3.0,6.2,.486,.456,1.4,2.0,.702,1.3,2.4,3.7,3.2,1.0,0.6,1.2,2.7,8.6
harpero01 2001,Ron Harper,1987,2001,6-6,185,37,LAL,NBA,PG,6,0,7.0,0.8,1.7,.500,0.2,0.7,.250,0.7,1.0,.667,.550,0.3,0.5,.667,0.2,1.2,1.3,0.7,0.7,0.2,0.2,0.7,2.2
harrial01 2001,Al Harrington,1999,2014,6-9,230,20,IND,NBA,PF,3,0,13.3,0.7,4.3,.154,0.0,0.7,.000,0.7,3.7,.182,.154,0.3,0.7,.500,1.0,0.3,1.3,1.0,0.0,0.0,0.3,2.7,1.7
harrial01 2003,Al Harrington,1999,2014,6-9,230,22,IND,NBA,SF,6,0,17.2,1.2,5.5,.212,0.0,0.7,.000,1.2,4.8,.241,.212,0.7,1.0,.667,1.2,2.5,3.7,0.8,1.0,0.5,1.7,3.5,3.0
harrial01 2004,Al Harrington,1999,2014,6-9,230,23,IND,NBA,PF,16,2,26.7,3.8,8.8,.429,0.1,0.3,.400,3.6,8.4,.430,.436,1.9,3.4,.545,2.1,4.3,6.4,0.8,1.4,0.6,1.8,3.5,9.5
harrial01 2007,Al Harrington,1999,2014,6-9,230,26,GSW,NBA,PF,11,5,23.8,3.5,8.9,.398,1.4,3.5,.395,2.2,5.5,.400,.474,1.7,2.7,.633,1.5,3.1,4.6,0.5,0.5,0.6,0.9,3.6,10.2
harrial01 2011,Al Harrington,1999,2014,6-9,230,30,DEN,NBA,PF,5,0,14.0,2.0,4.4,.455,1.0,2.0,.500,1.0,2.4,.417,.568,0.6,0.8,.750,0.2,1.2,1.4,1.0,0.6,0.0,0.8,1.4,5.6
harrial01 2012,Al Harrington,1999,2014,6-9,230,31,DEN,NBA,PF,7,0,23.3,3.4,10.7,.320,1.4,5.0,.286,2.0,5.7,.350,.387,1.4,2.1,.667,1.0,3.3,4.3,0.9,0.4,0.1,0.4,1.9,9.7
harrial01 2014,Al Harrington,1999,2014,6-9,230,33,WAS,NBA,PF,7,0,8.4,0.9,2.1,.400,0.0,1.0,.000,0.9,1.1,.750,.400,0.7,1.0,.714,0.1,2.1,2.3,0.0,0.4,0.0,0.6,2.0,2.4
harribo01 1950,Bob Harris,1950,1954,6-7,195,22,FTW,NBA,,4,,,2.3,8.0,.281,,,,,,,,3.0,5.0,.600,,,,2.8,,,,3.8,7.5
harribo01 1951,Bob Harris,1950,1954,6-7,195,23,BOS,NBA,,2,,,0.5,5.0,.100,,,,,,,,2.5,3.5,.714,,,2.0,1.0,,,,2.0,3.5
harribo01 1952,Bob Harris,1950,1954,6-7,195,24,BOS,NBA,PF,3,,29.0,3.0,7.0,.429,,,,,,,,1.7,1.7,1.000,,,8.3,1.3,,,,5.3,7.7
harribo01 1953,Bob Harris,1950,1954,6-7,195,25,BOS,NBA,SF,6,,32.2,2.7,5.8,.457,,,,,,,,3.0,4.0,.750,,,9.3,2.0,,,,4.7,8.3
harribo01 1954,Bob Harris,1950,1954,6-7,195,26,BOS,NBA,SF,6,,25.0,2.7,4.2,.640,,,,,,,,2.7,3.8,.696,,,5.8,0.5,,,,4.2,8.0
harriar01 1970,Art Harris,1969,1972,6-4,185,23,PHO,NBA,SG,7,,12.7,2.1,6.0,.357,,,,,,,,0.0,0.3,.000,,,1.9,1.7,,,,1.9,4.3
harriot01 1997,Othella Harrington,1997,2008,6-9,235,23,HOU,NBA,PF,7,0,2.1,0.1,0.3,.500,0.0,0.0,,0.1,0.3,.500,.500,1.0,1.4,.700,0.1,0.4,0.6,0.0,0.0,0.0,0.3,0.1,1.3
harriot01 1998,Othella Harrington,1997,2008,6-9,235,24,HOU,NBA,PF,3,0,7.7,2.0,4.0,.500,0.0,0.3,.000,2.0,3.7,.545,.500,1.3,1.7,.800,1.0,1.3,2.3,0.0,0.0,0.3,0.0,0.3,5.3
harriot01 1999,Othella Harrington,1997,2008,6-9,235,25,HOU,NBA,PF,4,0,10.5,2.3,3.5,.643,0.0,0.0,,2.3,3.5,.643,.643,1.0,1.5,.667,1.3,2.3,3.5,0.3,0.0,0.3,0.8,0.5,5.5
harriot01 2001,Othella Harrington,1997,2008,6-9,235,27,NYK,NBA,C,5,1,15.4,1.4,2.8,.500,0.0,0.0,,1.4,2.8,.500,.500,0.8,1.0,.800,1.4,1.6,3.0,0.4,0.8,0.4,0.6,3.2,3.6
harriot01 2005,Othella Harrington,1997,2008,6-9,235,31,CHI,NBA,PF,6,6,17.2,3.5,7.0,.500,0.0,0.0,,3.5,7.0,.500,.500,1.0,1.8,.545,1.0,1.5,2.5,0.5,0.2,0.0,1.3,3.2,8.0
harriot01 2006,Othella Harrington,1997,2008,6-9,235,32,CHI,NBA,C,3,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.7,0.0
harride01 2005,Devin Harris,2005,2019,6-3,185,21,DAL,NBA,PG,9,0,8.9,0.8,1.8,.438,0.2,0.7,.333,0.6,1.1,.500,.500,0.7,1.0,.667,0.0,1.2,1.2,1.2,0.4,0.1,1.1,0.6,2.4
harride01 2006,Devin Harris,2005,2019,6-3,185,22,DAL,NBA,PG,23,15,24.3,3.6,7.4,.480,0.0,0.3,.000,3.6,7.1,.503,.480,2.3,3.2,.703,0.7,1.0,1.7,2.2,0.8,0.1,1.8,3.0,9.4
harride01 2007,Devin Harris,2005,2019,6-3,185,23,DAL,NBA,PG,6,6,27.2,5.2,10.5,.492,0.5,1.7,.300,4.7,8.8,.528,.516,2.3,3.2,.737,0.2,1.8,2.0,5.0,1.0,0.2,1.5,3.8,13.2
harride01 2012,Devin Harris,2005,2019,6-3,185,28,UTA,NBA,PG,4,4,30.0,4.8,12.0,.396,1.0,3.8,.267,3.8,8.3,.455,.438,2.5,3.5,.714,0.0,1.5,1.5,3.8,0.8,0.5,3.0,3.5,13.0
harride01 2013,Devin Harris,2005,2019,6-3,185,29,ATL,NBA,SG,6,6,37.5,3.8,10.5,.365,0.8,4.2,.200,3.0,6.3,.474,.405,2.8,4.2,.680,0.3,2.5,2.8,3.7,1.7,0.2,2.0,3.0,11.3
harride01 2014,Devin Harris,2005,2019,6-3,185,30,DAL,NBA,PG,7,0,25.1,4.4,9.4,.470,1.6,3.6,.440,2.9,5.9,.488,.553,1.0,1.1,.875,0.1,2.3,2.4,3.9,0.3,0.3,1.6,1.9,11.4
harride01 2015,Devin Harris,2005,2019,6-3,185,31,DAL,NBA,PG,4,0,18.5,2.0,5.8,.348,0.0,2.8,.000,2.0,3.0,.667,.348,2.0,2.3,.889,0.3,1.8,2.0,1.0,0.5,0.0,1.0,2.5,6.0
harride01 2016,Devin Harris,2005,2019,6-3,185,32,DAL,NBA,PG,5,0,24.2,3.0,6.0,.500,0.8,2.6,.308,2.2,3.4,.647,.567,1.0,2.0,.500,0.2,2.6,2.8,1.6,0.6,0.0,0.6,3.2,7.8
harrijo01 2015,Joe Harris,2015,2022,6-6,220,23,CLE,NBA,SG,6,0,2.7,0.3,1.0,.333,0.2,0.5,.333,0.2,0.5,.333,.417,0.5,0.7,.750,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,1.3
harrijo01 2019,Joe Harris,2015,2022,6-6,220,27,BRK,NBA,SG,5,5,29.8,3.2,8.6,.372,0.8,4.2,.190,2.4,4.4,.545,.419,1.6,1.6,1.000,1.2,3.0,4.2,0.6,0.6,0.0,1.8,2.4,8.8
harrijo01 2020,Joe Harris,2015,2022,6-6,220,28,BRK,NBA,SF,2,2,36.0,6.0,11.5,.522,3.5,6.0,.583,2.5,5.5,.455,.674,1.0,2.0,.500,1.0,9.0,10.0,1.0,0.5,0.0,1.5,4.5,16.5
harrijo01 2021,Joe Harris,2015,2022,6-6,220,29,BRK,NBA,SF,12,12,36.2,4.1,10.3,.398,2.8,6.8,.402,1.3,3.4,.390,.533,0.3,0.3,.750,0.4,3.2,3.6,1.6,0.3,0.2,0.8,2.8,11.2
harrilu01 1998,Lucious Harris,1994,2005,6-5,190,27,NJN,NBA,SG,3,0,17.3,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,1.7,2.0,.833,0.3,2.3,2.7,0.3,0.7,0.0,0.7,3.7,3.0
harrilu01 2002,Lucious Harris,1994,2005,6-5,190,31,NJN,NBA,SG,20,0,20.9,3.3,6.7,.489,0.4,1.1,.364,2.9,5.6,.514,.519,2.0,2.4,.830,0.7,2.1,2.7,0.9,0.7,0.0,0.8,1.5,8.9
harrilu01 2003,Lucious Harris,1994,2005,6-5,190,32,NJN,NBA,SG,20,0,21.8,2.7,6.9,.391,0.6,1.7,.333,2.2,5.3,.410,.431,1.8,2.3,.783,1.0,1.7,2.6,1.6,0.5,0.0,1.1,2.0,7.8
harrilu01 2004,Lucious Harris,1994,2005,6-5,190,33,NJN,NBA,PG,11,0,16.5,1.7,4.5,.388,0.3,1.1,.250,1.5,3.4,.432,.418,1.3,1.6,.778,0.9,1.1,2.0,0.9,0.6,0.1,0.5,1.5,5.0
harriga01 2019,Gary Harris,2015,2022,6-4,210,24,DEN,NBA,SG,14,14,36.9,5.2,11.3,.462,1.4,4.1,.351,3.8,7.2,.525,.525,2.4,2.7,.868,0.6,3.5,4.1,2.3,0.9,0.6,0.8,2.7,14.2
harriga01 2020,Gary Harris,2015,2022,6-4,210,25,DEN,NBA,SG,14,12,27.1,2.4,6.4,.378,1.4,3.7,.365,1.1,2.7,.395,.483,1.2,1.6,.773,0.5,1.5,2.0,1.7,1.1,0.3,1.5,3.2,7.4
harrimi01 2008,Mike Harris,2008,2014,6-6,240,24,HOU,NBA,PF,3,0,3.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.0
harrist01 1986,Steve Harris,1986,1990,6-5,195,22,HOU,NBA,SG,15,0,5.5,0.9,1.9,.483,0.0,0.0,,0.9,1.9,.483,.483,0.1,0.3,.400,0.3,0.3,0.7,0.1,0.3,0.2,0.1,0.2,2.0
harrist01 1987,Steve Harris,1986,1990,6-5,195,23,HOU,NBA,SG,9,0,10.1,1.8,4.8,.372,0.0,0.1,.000,1.8,4.7,.381,.372,0.6,0.7,.833,0.3,0.4,0.8,0.6,0.3,0.0,0.3,1.7,4.1
harrite01 2012,Terrel Harris,2012,2013,6-5,190,24,MIA,NBA,SG,4,0,2.5,0.3,0.5,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.8,1.0,.750,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.3
harriaa01 2016,Aaron Harrison,2016,2018,6-6,210,21,CHO,NBA,SG,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
harrito02 2016,Tobias Harris,2012,2022,6-8,226,23,DET,NBA,PF,4,4,39.0,5.3,11.5,.457,1.0,3.0,.333,4.3,8.5,.500,.500,3.0,3.3,.923,1.5,8.0,9.5,3.0,0.8,0.8,1.5,2.8,14.5
harrito02 2019,Tobias Harris,2012,2022,6-8,226,26,PHI,NBA,PF,12,12,36.9,5.9,13.9,.425,1.8,5.3,.349,4.1,8.7,.471,.491,1.8,2.2,.846,1.0,8.1,9.1,4.0,1.1,0.5,1.6,2.5,15.5
harrito02 2020,Tobias Harris,2012,2022,6-8,226,27,PHI,NBA,PF,4,4,37.3,5.8,15.0,.383,0.5,3.8,.133,5.3,11.3,.467,.400,3.8,4.8,.789,3.5,6.0,9.5,4.0,0.5,0.3,1.3,2.8,15.8
harrito02 2021,Tobias Harris,2012,2022,6-8,226,28,PHI,NBA,PF,12,12,36.5,8.8,17.9,.488,1.3,3.6,.372,7.4,14.3,.517,.526,2.9,3.3,.875,0.8,7.7,8.5,3.5,1.0,0.4,1.5,2.4,21.8
harrida01 2006,David Harrison,2005,2008,7-0,280,23,IND,NBA,C,6,0,5.2,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,1.2,2.0,.583,0.2,0.7,0.8,0.0,0.2,0.2,0.7,1.8,2.2
harrian01 2017,Andrew Harrison,2017,2019,6-6,213,22,MEM,NBA,PG,6,0,19.8,2.2,4.8,.448,0.8,2.2,.385,1.3,2.7,.500,.534,1.3,1.5,.889,0.7,1.2,1.8,2.2,0.5,0.2,0.5,2.3,6.5
harribo02 1950,Bob Harrison,1950,1958,6-1,190,22,MNL,NBA,,12,,,1.3,3.1,.432,,,,,,,,0.8,1.2,.714,,,,1.0,,,,2.8,3.5
